game_id,away,home,away_rank,home_rank,away_score,home_score,date
401577621,UMBC,Maryland,NA,NA,68,92,2023-11-21
401574607,Marist,New Hampshire,NA,NA,71,74,2023-11-21
401583746,Lehigh,Monmouth,NA,NA,79,88,2023-11-21
401587151,UAB,Middle Tennessee,NA,NA,58,57,2023-11-21
401584436,Blue Mountain,Nicholls,NA,NA,56,86,2023-11-21
401581578,Hofstra,Wright State,NA,NA,85,76,2023-11-21
401581541,Stephen F. Austin,Utah State,NA,NA,49,79,2023-11-21
401589493,Long Island University,Columbia,NA,NA,67,77,2023-11-21
401606135,Lynn,South Alabama,NA,NA,62,74,2023-11-21
401594437,Western Illinois,Valparaiso,NA,NA,66,73,2023-11-21
401583796,Alabama A&M,Auburn,NA,NA,54,84,2023-11-21
401581870,Texas Southern,Oral Roberts,NA,NA,63,65,2023-11-21
401578013,Alcorn State,TCU,NA,NA,74,93,2023-11-21
401603092,UC Irvine,Pepperdine,NA,NA,76,60,2023-11-21
401598567,Fresno State,New Mexico State,NA,NA,81,76,2023-11-21
401603141,Siena,Milwaukee,NA,NA,59,61,2023-11-21
401600442,Arkansas-Pine Bluff,Minnesota,NA,NA,67,86,2023-11-21
401594191,Green Bay,UC Riverside,NA,NA,68,74,2023-11-21
401594092,Le Moyne,Cal State Northridge,NA,NA,80,70,2023-11-21
401583853,New Mexico,Toledo,NA,NA,92,84,2023-11-21
401594073,Tennessee Tech,Presbyterian,NA,NA,NA,NA,2023-11-22
401581599,Tennessee,Kansas,7,1,NA,NA,2023-11-22
401606611,Sam Houston,Grambling,NA,NA,NA,NA,2023-11-22
401580923,Texas Tech,Villanova,NA,NA,NA,NA,2023-11-22
401604308,Austin Peay,Sacramento State,NA,NA,NA,NA,2023-11-22
401597954,Midway,Morehead State,NA,NA,NA,NA,2023-11-22
401587113,North Alabama,UT Martin,NA,NA,NA,NA,2023-11-22
401601495,Northern Colorado,Radford,NA,NA,NA,NA,2023-11-22
401593852,Ole Miss,Temple,NA,NA,NA,NA,2023-11-22
401577594,Loyola Chicago,Creighton,NA,8,NA,NA,2023-11-22
401581856,Princeton,Old Dominion,NA,NA,NA,NA,2023-11-22
401581815,Mid-America Christian,Omaha,NA,NA,NA,NA,2023-11-22
401579007,McNeese,Louisiana Tech,NA,NA,NA,NA,2023-11-22
401594343,Mount St. Mary's,American University,NA,NA,NA,NA,2023-11-22
401581598,Purdue,Marquette,2,4,NA,NA,2023-11-22
401604307,Tarleton State,Cal State Bakersfield,NA,NA,NA,NA,2023-11-22
401596808,The Citadel,Campbell,NA,NA,NA,NA,2023-11-22
401581579,Illinois State,Wright State,NA,NA,NA,NA,2023-11-22
401580924,Memphis,Michigan,NA,NA,NA,NA,2023-11-22
401575393,VMI,Air Force,NA,NA,NA,NA,2023-11-22
401581727,North Carolina A&T,Merrimack,NA,NA,NA,NA,2023-11-22
401603134,West Virginia,Virginia,NA,24,NA,NA,2023-11-22
401601496,Southern Illinois,New Mexico State,NA,NA,NA,NA,2023-11-22
401594231,Texas A&M-Corpus Christi,Northern Kentucky,NA,NA,NA,NA,2023-11-22
401581799,Baylor,Oregon State,13,NA,NA,NA,2023-11-22
401603537,Georgia Tech,Cincinnati,NA,NA,NA,NA,2023-11-22
401597847,Northern Vermont - Johnson,Vermont,NA,NA,NA,NA,2023-11-22
401594540,South Carolina State,Missouri,NA,NA,NA,NA,2023-11-22
401594424,Indiana State,Pepperdine,NA,NA,NA,NA,2023-11-22
401594172,East Tennessee State,Cleveland State,NA,NA,NA,NA,2023-11-22
401589380,Franciscan,St. Francis (PA),NA,NA,NA,NA,2023-11-22
401583716,Fairleigh Dickinson,Queens University,NA,NA,NA,NA,2023-11-22
401582013,Maryland-Eastern Shore,Notre Dame,NA,NA,NA,NA,2023-11-22
401577564,Maine,South Florida,NA,NA,NA,NA,2023-11-22
401575418,Bucknell,St. Bonaventure,NA,NA,NA,NA,2023-11-22
401580925,Stanford,Arkansas,NA,20,NA,NA,2023-11-22
401581577,High Point,Hofstra,NA,NA,NA,NA,2023-11-22
401579100,Alabama State,Samford,NA,NA,NA,NA,2023-11-22
401602360,Alcorn State,UT Arlington,NA,NA,NA,NA,2023-11-22
401597430,Jacksonville State,Incarnate Word,NA,NA,NA,NA,2023-11-22
401590229,South Dakota State,Southern Miss,NA,NA,NA,NA,2023-11-22
401583737,Idaho,Seattle U,NA,NA,NA,NA,2023-11-22
401574835,Duquesne,Nebraska,NA,NA,NA,NA,2023-11-22
401574412,Central Arkansas,Kansas State,NA,NA,NA,NA,2023-11-22
401601497,James Madison,Fresno State,22,NA,NA,NA,2023-11-22
401603135,SMU,Wisconsin,NA,NA,NA,NA,2023-11-22
401601136,Westmont,UC Santa Barbara,NA,NA,NA,NA,2023-11-22
401594593,Colorado Christian,Denver,NA,NA,NA,NA,2023-11-22
401593973,Walla Walla,Eastern Washington,NA,NA,NA,NA,2023-11-22
401587160,Purdue Fort Wayne,San Francisco,NA,NA,NA,NA,2023-11-22
401581173,UC Riverside,Montana State,NA,NA,NA,NA,2023-11-22
401581800,Florida,Pittsburgh,NA,NA,NA,NA,2023-11-22
401581601,Syracuse,Chaminade,NA,NA,NA,NA,2023-11-22
401593831,New Mexico,Rice,NA,NA,NA,NA,2023-11-22
401604310,Bradley,UTEP,NA,NA,NA,NA,2023-11-22
401583854,Toledo,UC Irvine,NA,NA,NA,NA,2023-11-22
401581600,Gonzaga,UCLA,11,NA,NA,NA,2023-11-22
401594073,Northern Arizona,Hawai'i,NA,NA,61,70,2023-11-22
401581599,Northern Iowa,North Carolina,NA,14,69,91,2023-11-22
401606611,Buffalo,Iona,NA,NA,64,89,2023-11-22
401580923,Appalachian State,Murray State,NA,NA,67,57,2023-11-22
401604308,Chicago State,Morgan State,NA,NA,84,83,2023-11-22
401597954,Georgia State,Little Rock,NA,NA,93,90,2023-11-22
401587113,Texas State,Southern Utah,NA,NA,67,74,2023-11-22
401601495,Colorado State,Boston College,NA,NA,86,74,2023-11-22
401593852,Louisiana,Long Beach State,NA,NA,92,82,2023-11-22
401577594,Northland,South Dakota,NA,NA,48,100,2023-11-22
401581856,Johnson & Wales (RI),Rhode Island,NA,NA,59,97,2023-11-22
401581815,Harvard,Colgate,NA,NA,76,70,2023-11-22
401579007,Central Connecticut,Massachusetts,NA,NA,60,89,2023-11-22
401581334,Penn State,Texas A&M,NA,12,NA,NA,2023-11-23
401581519,Texas Tech,Northern Iowa,NA,NA,NA,NA,2023-11-23
401581585,Loyola Chicago,Boston College,NA,NA,NA,NA,2023-11-23
401581520,Villanova,North Carolina,NA,14,NA,NA,2023-11-23
401581165,Florida Atlantic,Butler,19,NA,NA,NA,2023-11-23
401586849,Oklahoma,Iowa,NA,NA,NA,NA,2023-11-23
401592391,Arizona,Michigan State,3,21,NA,NA,2023-11-23
401581586,Colorado State,Creighton,NA,8,NA,NA,2023-11-23
401581521,Arkansas,Memphis,20,NA,NA,NA,2023-11-23
401586850,Seton Hall,USC,NA,23,NA,NA,2023-11-23
401581335,Iowa State,VCU,NA,NA,NA,NA,2023-11-23
401581522,Stanford,Michigan,NA,NA,NA,NA,2023-11-23
401581336,Boise State,Virginia Tech,NA,NA,NA,NA,2023-11-23
401582151,NC State,Vanderbilt,NA,NA,NA,NA,2023-11-23
401582152,BYU,Arizona State,NA,NA,NA,NA,2023-11-23
401581334,California,Tulane,NA,NA,81,84,2023-11-23
401581565,Texas A&M,Florida Atlantic,12,19,NA,NA,2023-11-24
401582159,Kansas City,UNC Greensboro,NA,NA,NA,NA,2023-11-24
401577607,Mercer,Tennessee State,NA,NA,NA,NA,2023-11-24
401581524,Bryant,Xavier,NA,NA,NA,NA,2023-11-24
401592095,Arkansas,North Carolina,20,14,NA,NA,2023-11-24
401581090,Jacksonville State,UTSA,NA,NA,NA,NA,2023-11-24
401581567,Charleston Southern,Wake Forest,NA,NA,NA,NA,2023-11-24
401577660,Penn State,Butler,NA,NA,NA,NA,2023-11-24
401591370,Brown,Delaware,NA,NA,NA,NA,2023-11-24
401606613,Manhattan,UConn,NA,5,NA,NA,2023-11-24
401593934,Nicholls,Mississippi State,NA,25,NA,NA,2023-11-24
401588594,Lipscomb,UNC Asheville,NA,NA,NA,NA,2023-11-24
401587216,Arkansas-Pine Bluff,Ball State,NA,NA,NA,NA,2023-11-24
401583855,Evansville,Chattanooga,NA,NA,NA,NA,2023-11-24
401581728,Indiana State,Toledo,NA,NA,NA,NA,2023-11-24
401576636,Alabama State,North Carolina A&T,NA,NA,NA,NA,2023-11-24
401575762,Long Island University,Texas A&M-Corpus Christi,NA,NA,NA,NA,2023-11-24
401581764,Belmont,Monmouth,NA,NA,NA,NA,2023-11-24
401597906,SE Louisiana,Western Michigan,NA,NA,NA,NA,2023-11-24
401582119,Delaware State,Longwood,NA,NA,NA,NA,2023-11-24
401586851,Oregon State,Pittsburgh,NA,NA,NA,NA,2023-11-24
401581523,USC,Oklahoma,23,NA,NA,NA,2023-11-24
401575437,Memphis,Villanova,NA,NA,NA,NA,2023-11-24
401599987,Montana,Houston,NA,6,NA,NA,2023-11-24
401597833,Jacksonville,Robert Morris,NA,NA,NA,NA,2023-11-24
401580929,Davidson,Saint Mary's,NA,NA,NA,NA,2023-11-24
401579101,Utah Tech,Washington State,NA,NA,NA,NA,2023-11-24
401593832,Merrimack,Samford,NA,NA,NA,NA,2023-11-24
401594250,Rice,UC Irvine,NA,NA,NA,NA,2023-11-24
401581530,Canisius,Wofford,NA,NA,NA,NA,2023-11-24
401577710,Lafayette,Pennsylvania,NA,NA,NA,NA,2023-11-24
401594531,Middle Tennessee,UIC,NA,NA,NA,NA,2023-11-24
401591569,Winthrop,Georgia,NA,NA,NA,NA,2023-11-24
401582118,Grambling,Troy,NA,NA,NA,NA,2023-11-24
401581566,Baylor,Florida,13,NA,NA,NA,2023-11-24
401576152,Iowa State,Virginia Tech,NA,NA,NA,NA,2023-11-24
401586852,Southern Indiana,Duke,NA,9,NA,NA,2023-11-24
401583738,Seton Hall,Iowa,NA,NA,NA,NA,2023-11-24
401581785,Idaho,UC San Diego,NA,NA,NA,NA,2023-11-24
401581525,Lamar,Bethune-Cookman,NA,NA,NA,NA,2023-11-24
401603093,Michigan,Texas Tech,NA,NA,NA,NA,2023-11-24
401581847,Pepperdine,New Mexico,NA,NA,NA,NA,2023-11-24
401577636,Marshall,Kentucky,NA,16,NA,NA,2023-11-24
401608089,Alabama,Ohio State,17,NA,NA,NA,2023-11-24
401604370,Western Kentucky,Bowling Green,NA,NA,NA,NA,2023-11-24
401581159,Alabama A&M,East Tennessee State,NA,NA,NA,NA,2023-11-24
401581075,Lehigh,Providence,NA,NA,NA,NA,2023-11-24
401577532,George Washington,Ohio,NA,NA,NA,NA,2023-11-24
401574608,Youngstown State,Dayton,NA,NA,NA,NA,2023-11-24
401604297,New Hampshire,Fairfield,NA,NA,NA,NA,2023-11-24
401603541,Hawai'i,UT Rio Grande Valley,NA,NA,NA,NA,2023-11-24
401584452,Houston Christian,Oklahoma State,NA,NA,NA,NA,2023-11-24
401584340,Western Colorado,Utah Valley,NA,NA,NA,NA,2023-11-24
401583762,North Florida,LSU,NA,NA,NA,NA,2023-11-24
401582154,Alcorn State,Clemson,NA,NA,NA,NA,2023-11-24
401581568,Vanderbilt,Arizona State,NA,NA,NA,NA,2023-11-24
401581526,VCU,Boise State,NA,NA,NA,NA,2023-11-24
401584514,Stanford,Northern Iowa,NA,NA,NA,NA,2023-11-24
401579113,Western Illinois,Illinois,NA,NA,NA,NA,2023-11-24
401594093,Oregon,Santa Clara,NA,NA,NA,NA,2023-11-24
401582153,Mississippi Valley State,Cal State Northridge,NA,NA,NA,NA,2023-11-24
401575406,NC State,BYU,NA,NA,NA,NA,2023-11-24
401604298,Le Moyne,Pacific,NA,NA,NA,NA,2023-11-24
401581518,Arkansas State,San Diego,NA,NA,NA,NA,2023-11-24
